0.00000000E+00  0.00000000E+00  0.00000000E+00   -5.0540516558321280E-01  2.5015557042325498E-01 -2.5524959515995782E-01   -0.0000000000000000E+00    7.4767191210437800E-16  4.8336564105720161E-16    3.6328238269214387E-03 -6.1986346853614011E-03 -5.3859859860475956E-04   1.70400143E-02 5.23690000E-02 2.66900000E-03 
5.00000000E-01  4.81300000E+03  5.73841000E+05   -5.0769077035030197E-01  2.5244104582075955E-01 -2.5524972452954242E-01    5.0683561131390879E-07    1.2793525210265380E-06  2.8727145182777438E-06    3.6325962838699003E-03 -6.1992476960916728E-03 -5.3942854232792920E-04   1.97376680E+00 6.30917200E+00 1.45612000E+00 
1.00000000E+00  9.95100000E+03  1.15797800E+06   -5.0986973247740841E-01  2.5462001123780065E-01 -2.5524972123960776E-01   -1.2889082110074092E-08    2.7148857341502185E-06  2.8741358054981586E-06    3.6326026685027163E-03 -6.1992456124380507E-03 -5.3942589563914299E-04   4.01908779E+00 1.27406850E+01 2.94642900E+00 
1.50000000E+00  1.56530000E+04  1.74320300E+06   -5.1307110809712175E-01  2.5782139227537687E-01 -2.5524971582174488E-01   -2.1225734759829564E-08    4.1514909653041417E-06  2.8701534193718447E-06    3.6326017571674716E-03 -6.1992459082727798E-03 -5.3943206531718944E-04   6.13708901E+00 1.92282570E+01 4.63418700E+00 
2.00000000E+00  2.10390000E+04  2.33757100E+06   -5.1561553375407032E-01  2.6036582449569107E-01 -2.5524970925837925E-01   -2.5713508074375435E-08    5.5870978513420804E-06  2.8672855097657219E-06    3.6325935089734748E-03 -6.1992406781116666E-03 -5.3943584321472016E-04   8.38429594E+00 2.58958690E+01 6.30126600E+00 
2.50000000E+00  2.71020000E+04  2.93110700E+06   -5.1655321905977414E-01  2.6130351736300828E-01 -2.5524970169676586E-01   -2.9624376117661322E-08    7.0223253050158906E-06  2.8710451088680811E-06    3.6325928977662047E-03 -6.1992465144595187E-03 -5.3943252355978240E-04   1.06198909E+01 3.24818150E+01 8.11380500E+00 
3.00000000E+00  3.24860000E+04  3.53078400E+06   -5.1707942579963007E-01  2.6182972657099191E-01 -2.5524969922863816E-01   -9.6694636107645490E-09    8.4570466392079686E-06  2.8713339442731527E-06    3.6325949622981447E-03 -6.1992502163427951E-03 -5.3943376122399537E-04   1.28737519E+01 3.91681110E+01 9.78778000E+00 
3.50000000E+00  3.76870000E+04  4.12499300E+06   -5.1584755045121622E-01  2.6059785044072453E-01 -2.5524970001049169E-01    3.0630928409659355E-09    9.8916354056379182E-06  2.8730360774273961E-06    3.6325960184077390E-03 -6.1992498794913439E-03 -5.3942685431720104E-04   1.49133649E+01 4.56968930E+01 1.13384620E+01 
4.00000000E+00  4.35150000E+04  4.71109500E+06   -5.1302085374409923E-01  2.5777115784421395E-01 -2.5524969589988528E-01   -1.6104255600077519E-08    1.1336102340553991E-05  2.8894649458167890E-06    3.6326096518906662E-03 -6.1992308763846090E-03 -5.3943509683597641E-04   1.71003199E+01 5.22467470E+01 1.30887180E+01 
4.50000000E+00  4.85480000E+04  5.29996400E+06   -5.0980571153333498E-01  2.5455601999921418E-01 -2.5524969153412080E-01   -1.7103896859766561E-08    1.2781928464672702E-05  2.8902822104305982E-06    3.6326079963686178E-03 -6.1992307378297123E-03 -5.3943538916822358E-04   1.91235249E+01 5.87370600E+01 1.46219890E+01 
5.00000000E+00  5.36170000E+04  5.87145300E+06   -5.0703098730135632E-01  2.5178130404097027E-01 -2.5524968326038605E-01   -3.2414279144258004E-08    1.4225555694053056E-05  2.8861899533567875E-06    3.6326066583307246E-03 -6.1992281790879756E-03 -5.3943652747136402E-04   2.11653550E+01 6.50758790E+01 1.61674860E+01 
5.50000000E+00  5.86260000E+04  6.44082600E+06   -5.0780996438972470E-01  2.5256028504248607E-01 -2.5524967934723863E-01   -1.5330665124546748E-08    1.5666269852771261E-05  2.8783754053352919E-06    3.6326080761236493E-03 -6.1992292184094291E-03 -5.3944469918350496E-04   2.32305410E+01 7.13419380E+01 1.77832350E+01 
6.00000000E+00  6.35820000E+04  7.01148200E+06   -5.0819751505660449E-01  2.5294783992156034E-01 -2.5524967513504415E-01   -1.6502251806437373E-08    1.7102828239040760E-05  2.8704231647545622E-06    3.6326050900689602E-03 -6.1992329161616776E-03 -5.3945965660725809E-04   2.53172648E+01 7.75018340E+01 1.93488830E+01 
