0003 
005120 
7.50000000E+00 
000000  1.95312500E-04  -6.10509710E-01  5.26785572E-01  8.03777365E-02   4.04024722E-01 -5.91230108E-01 -3.65766585E-01 
000001  1.95312500E-04  -4.31619545E-01  2.02688546E-01  1.67820327E+00   1.09168750E-01  6.59559386E-01  1.26823311E-01 
000002  1.95312500E-04  -1.25252928E-01  1.05352516E-01  2.60515561E-01  -1.01898430E+00  7.53641460E-01  4.40018734E-01 
000003  1.95312500E-04   4.44591623E-01 -3.76886414E-01 -5.75742066E-01  -2.97499825E-02  8.66578467E-03  3.22749393E-02 
000004  1.95312500E-04  -1.77274580E-01  3.32159201E-01 -3.82696970E-02  -7.96945406E-01 -5.97965018E-01 -3.95716050E-02 
000005  1.95312500E-04   3.92136703E-01 -1.50752636E-01 -3.44320968E-01  -5.10662248E-01 -8.94869679E-02 -4.52033021E-01 
000006  1.95312500E-04  -4.43190435E-01  8.57408053E-01 -1.31962623E+00   2.88149735E-01  2.12668991E-01  6.56023577E-02 
000007  1.95312500E-04   1.81743140E-01 -1.60320298E-01  4.18732143E-01  -6.19120783E-01  1.15569801E-01  4.59487872E-01 
000008  1.95312500E-04  -8.76786886E-01 -1.18418390E+00 -9.37747832E-01   4.88342348E-01  2.44493320E-01 -1.43651644E-01 
000009  1.95312500E-04  -2.87170948E-01  1.24267096E-01  4.35146740E-03   7.39260305E-01  4.15806572E-01 -6.44982852E-01 
000010  1.95312500E-04  -4.22059715E-01 -5.94399613E-01  5.17170613E-01  -7.24905254E-02 -4.96889837E-01 -1.34025327E-01 
000011  1.95312500E-04   3.83256575E+00 -5.49111695E-01 -7.93919048E-01   1.32447522E-01  2.34123920E-01  2.38235840E-01 
000012  1.95312500E-04   7.71560509E-01  1.39653601E+00 -1.19517285E+00  -2.52378976E-01  3.80227593E-01 -2.32320920E-01 
000013  1.95312500E-04   5.54693848E-02 -5.71346913E-02  3.34336599E-01  -1.16662321E+00 -8.73936877E-01 -1.33960605E-03 
000014  1.95312500E-04   1.87469633E-02 -5.71828359E-01 -5.56789926E-02   5.77483679E-01  5.59432495E-01 -6.10617760E-01 
000015  1.95312500E-04   4.72443004E-01 -8.40224222E-02  2.77781424E-02  -1.82217223E-01 -3.64553883E-01  3.51603153E-01 
000016  1.95312500E-04   1.14806982E+00  2.07257841E-01  3.14230073E-02  -3.32995851E-01  3.95107100E-02 -4.86749241E-01 
000017  1.95312500E-04  -1.12687170E+00  6.30896383E-03  1.24263654E+00   2.82424804E-01  3.44586600E-01  6.75840417E-02 
000018  1.95312500E-04  -3.12783398E-03 -1.70696590E-01  2.08224859E-01  -4.32925340E-01 -9.49187347E-01 -7.98576800E-01 
000019  1.95312500E-04  -1.90111660E-01  7.33364407E-02 -3.50428288E-02  -5.12363036E-01  4.46865888E-01  4.23441482E-01 
000020  1.95312500E-04  -2.63388276E-01  3.57782063E-01  3.58727947E-01   9.74672703E-01  4.29629548E-01 -7.16966827E-02 
000021  1.95312500E-04   7.02248333E-01 -7.56310382E-01  8.93123571E-02  -3.88874405E-01  5.96337518E-01  3.27029400E-01 
000022  1.95312500E-04   2.64138039E-01 -4.93263230E-02  1.47720483E-02   8.85747157E-01 -7.42757523E-02  1.02805242E-01 
000023  1.95312500E-04   6.15205884E-01  2.40386663E-01  3.97440178E-01   3.86215997E-02  1.36773452E-01  9.81432025E-01 
000024  1.95312500E-04  -1.88304825E-01  7.54658740E-01 -2.02884911E-01   5.60092275E-02  5.66577037E-02 -5.59590504E-01 
000025  1.95312500E-04  -2.81631320E-01  2.17540522E-02 -2.85894349E-02   3.86278061E-01  2.34762353E-01 -1.80468195E-01 
000026  1.95312500E-04   1.36466247E+00 -1.00956209E+00 -2.01165631E+00  -4.01708486E-02 -6.98130522E-02 -1.86296797E-01 
000027  1.95312500E-04  -1.32083492E+00 -5.67331421E-01  2.35897714E-01  -4.43207249E-01  5.78946298E-01  1.21160746E-01 
000028  1.95312500E-04  -1.58878783E-01  7.86950992E-02  6.78921156E-01  -3.33544162E-01 -1.85958263E-01  1.86754110E-01 
000029  1.95312500E-04  -1.25383778E-01  4.17999132E-01 -2.58088779E+00  -5.11191221E-03  8.15510701E-02 -1.62410830E-02 
000030  1.95312500E-04   1.00769974E-01  3.17179578E-01 -2.97468427E-01   1.20577276E-01 -4.47877690E-01  6.83485930E-01 
000031  1.95312500E-04  -4.92898418E-01 -1.41898887E+00  8.76892063E-01   1.26472319E-01  3.94632132E-01 -2.05542606E-01 
000032  1.95312500E-04  -2.46221502E+00  1.22270658E+00  1.66455206E+00   7.15620616E-03 -1.05649489E-01  3.99516620E-01 
000033  1.95312500E-04  -1.30796083E-01  9.49573580E-02 -2.02203865E-01   3.31770912E-01 -6.72461814E-01  9.84671403E-01 
000034  1.95312500E-04   2.46840288E-01  2.75581948E-01  4.90456022E-01   8.87534001E-02 -4.89762043E-01  1.54086064E-01 
000035  1.95312500E-04  -8.94571971E-01 -5.54044790E-01  7.68814183E-01  -2.55757373E-01  4.89328642E-01 -6.63375537E-02 
000036  1.95312500E-04   1.33292872E+00  6.70198967E-01  1.67787805E-01   2.47989143E-02  1.31552866E-03 -4.69186089E-01 
000037  1.95312500E-04   5.89024429E-02  2.18795711E-01  5.50436951E-01   4.07898047E-01 -4.74571129E-01  1.04394904E+00 
000038  1.95312500E-04  -9.27574600E-01 -4.41494293E-01  9.58826518E-01   2.45156878E-02 -6.90292880E-01 -5.66811243E-01 
000039  1.95312500E-04  -1.77212692E-01  5.00345647E-01 -2.12156393E-01  -1.43833343E-01 -3.57950651E-01  6.78635564E-01 
000040  1.95312500E-04   7.18403635E-02  1.24042262E+00 -2.50250580E-01   1.90769780E-01  3.09954276E-01 -2.13047828E-01 
000041  1.95312500E-04  -6.90808729E-01  7.79947520E-01 -4.27063172E-01   3.46929811E-02  5.83393435E-01  5.48199811E-01 
000042  1.95312500E-04   2.84697795E-01 -2.49865046E+00  1.21989131E+00  -2.91186953E-01 -5.73180858E-02  4.07447289E-01 
000043  1.95312500E-04  -5.00504992E-01  3.49612520E-01 -2.13744452E-01   1.72626393E-01 -5.68531502E-02 -3.38523083E-02 
000044  1.95312500E-04  -2.72920054E-01  2.56462426E-01 -9.03181812E-02  -5.45194118E-02  6.31672722E-01 -3.45199939E-01 
000045  1.95312500E-04   2.96641334E-01 -2.42952863E-02 -3.02348406E-01  -3.35732123E-01  4.86027068E-01  3.22671361E-01 
000046  1.95312500E-04  -3.72250737E-01  1.25465073E-01 -6.39539302E-01  -4.35050797E-02 -1.48543581E-01 -5.28988854E-01 
000047  1.95312500E-04   4.64328592E-01  1.19724441E-01 -1.09532626E-01   3.88013558E-01 -5.83246294E-02  4.64281112E-01 
000048  1.95312500E-04   2.85981245E-01  2.03991124E-02 -7.23890022E-01  -4.92636816E-01  6.51741230E-01 -2.37164757E-02 
000049  1.95312500E-04  -1.08075056E+00 -7.70167804E-01  1.89786835E-01  -4.13980064E-01 -3.57683250E-01  3.90615790E-02 
000050  1.95312500E-04  -5.25097315E-01  4.63331324E-02 -3.78524004E+00   2.52250158E-01 -9.63757038E-02  1.50930224E-01 
000051  1.95312500E-04  -2.55140470E-01  8.41111959E-01 -2.70816293E-01   1.24104268E-01  9.63532908E-02 -3.52558105E-02 
000052  1.95312500E-04   3.41828900E-01  6.37242456E-02 -1.74566038E-01   4.01708305E-01 -9.85746708E-02 -9.11153772E-01 
000053  1.95312500E-04  -1.94229619E+00  8.18419178E-01  5.43254943E-01   8.78063515E-02 -1.38961727E-02  4.48486284E-01 
000054  1.95312500E-04  -1.19860255E+00  3.49977894E-01 -5.72885159E-01   5.44255505E-01  3.31581585E-01  8.21686140E-02 
000055  1.95312500E-04  -1.21069796E-02  2.24911340E-01 -4.49786842E-01  -6.84977030E-01 -4.27972623E-01 -3.47083930E-01 
000056  1.95312500E-04  -2.00278920E-01  2.02856539E+00 -2.75694400E+00  -1.34049843E-01 -2.26210015E-01 -9.85243081E-02 
000057  1.95312500E-04  -6.86053687E-01 -9.44931954E-01  5.16081961E-01  -4.89405482E-01 -6.06731416E-02 -6.46541698E-01 
000058  1.95312500E-04  -3.01681151E-01 -2.19958968E-02 -8.04021655E-02  -5.71559907E-02  3.74147455E-01  5.24960998E-01 
000059  1.95312500E-04  -1.43007660E+00  1.06286316E+00  3.28058144E+00   4.25392452E-01  2.82147710E-01  2.73620528E-01 
000060  1.95312500E-04  -7.60094967E-01  3.67606394E-01 -6.32533247E-02  -6.37991077E-01 -1.26104307E-01  1.33927592E-02 
000061  1.95312500E-04   1.90571388E-02  7.27932991E-02  6.11132792E-01  -3.49792073E-01 -9.08030778E-01 -9.86705083E-02 
000062  1.95312500E-04  -2.56099368E-01  1.61525414E-01  7.78061098E-01  -3.35628075E-02  2.57048995E-01  4.95636236E-01 
000063  1.95312500E-04   2.15770554E-01 -3.62967423E-01 -4.77721558E-02   1.48091037E-01 -7.28459535E-02  3.30449732E-01 
000064  1.95312500E-04  -1.05313390E-01 -1.17228677E-01 -2.05482296E-01  -5.76193589E-01 -8.23012655E-01 -2.46142097E-01 
000065  1.95312500E-04  -4.54828634E-01  8.27820243E-01  3.72675809E-01   1.71078265E-01  3.02863872E-01  2.45991887E-01 
000066  1.95312500E-04   6.20513816E-01 -6.47906592E-01  8.77480028E-01  -5.56002036E-02 -3.69806574E-01  1.38459230E-01 
000067  1.95312500E-04  -8.30126535E-02 -4.28008963E-01  3.78009044E-01  -5.61740163E-01 -1.66001997E-01 -7.70028756E-01 
000068  1.95312500E-04  -8.42796346E-01 -1.37515699E+00  1.21996318E+00  -4.65137560E-01  1.92995657E-01 -1.62707009E-01 
